counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
17483,865,45367,45357,45376,45358,45373,45375,343,338
17484,864,45368,45357,45376,45357,45374,45375,344,340
17485,863,45367,45355,45376,45357,45374,45375,342,341
17486,862,45368,45356,45377,45358,45374,45375,343,339
17487,862,45368,45357,45375,45358,45373,45376,344,339
17488,872,45368,45357,45375,45356,45374,45374,344,340
17489,864,45368,45356,45377,45357,45373,45375,344,340
17490,862,45369,45356,45376,45357,45374,45376,345,341
17491,862,45368,45356,45377,45358,45375,45376,344,340
17492,862,45367,45356,45376,45358,45373,45375,344,341
17493,864,45369,45355,45376,45358,45374,45376,341,341
17494,862,45367,45356,45373,45357,45373,45374,343,342
17495,862,45366,45355,45374,45356,45372,45373,344,340
17496,869,45368,45356,45377,45356,45372,45375,344,340
17497,864,45367,45356,45377,45358,45374,45375,344,340
17498,867,45368,45357,45375,45357,45373,45375,344,340
17499,862,45367,45355,45375,45358,45373,45374,344,340
17500,862,45367,45355,45375,45357,45373,45375,344,340
17501,864,45368,45356,45376,45357,45374,45374,343,342
17502,862,45367,45357,45376,45357,45372,45375,343,340
17503,862,45366,45353,45374,45356,45372,45372,343,339
17504,878,45368,45355,45374,45358,45372,45373,345,340
17505,864,45368,45355,45375,45357,45373,45375,343,340
17506,862,45368,45357,45374,45357,45373,45375,344,340
17507,862,45367,45356,45375,45356,45373,45374,345,341
17508,862,45368,45356,45376,45356,45373,45374,345,342
17509,865,45367,45358,45375,45358,45372,45376,346,341
17510,862,45367,45357,45375,45358,45373,45376,345,336
17511,862,45366,45355,45374,45356,45371,45373,343,339
17512,872,45368,45356,45375,45357,45373,45375,344,340
17513,864,45368,45357,45375,45356,45372,45376,343,340
17514,862,45369,45357,45376,45358,45374,45376,344,339
17515,862,45368,45356,45376,45358,45374,45375,343,339
17516,862,45368,45355,45376,45358,45373,45374,344,341
17517,864,45369,45358,45377,45356,45375,45375,344,340
17518,862,45368,45356,45375,45356,45374,45375,344,339
17519,867,45369,45355,45376,45357,45374,45374,340,339
17520,941,45367,45354,45375,45357,45372,45374,344,341
17521,862,45366,45357,45375,45357,45374,45375,345,340
17522,865,45368,45356,45377,45356,45372,45375,345,340
17523,862,45367,45357,45376,45356,45373,45375,344,339
17524,862,45366,45356,45375,45358,45373,45375,344,341
17525,864,45368,45355,45375,45358,45372,45373,344,340
17526,862,45367,45356,45376,45357,45373,45374,343,340
17527,867,45368,45355,45375,45357,45374,45375,344,341
17528,862,45368,45355,45375,45357,45372,45374,345,339
17529,862,45367,45356,45375,45357,45374,45375,344,340
