counter,timestamp,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,crc
289,70,45355,45351,45368,45363,45358,45356,55,52,2638
290,69,45355,45351,45368,45362,45358,45357,56,51,63167
291,70,45355,45352,45369,45361,45357,45357,56,52,46822
292,70,45356,45352,45368,45362,45358,45357,55,51,21374
293,70,45356,45352,45369,45361,45358,45357,56,51,7725
294,69,45355,45351,45369,45363,45358,45358,55,51,610
295,70,45356,45351,45369,45362,45358,45357,57,52,47208
296,70,45356,45351,45368,45361,45357,45356,56,51,48214
297,69,45355,45352,45369,45362,45357,45357,55,51,11789
298,70,45355,45350,45368,45363,45358,45357,56,52,6991
299,70,45354,45350,45369,45363,45359,45357,56,51,8685
300,75,45354,45352,45368,45363,45360,45358,55,51,29158
301,70,45355,45351,45368,45363,45358,45358,56,52,50137
302,70,45356,45351,45368,45362,45358,45356,56,51,6445
303,69,45355,45351,45368,45361,45359,45356,56,52,32325
304,70,45354,45352,45369,45362,45358,45357,55,51,29375
305,70,45353,45351,45368,45363,45358,45356,56,51,55811
306,69,45355,45351,45368,45361,45359,45357,56,51,41027
307,70,45355,45351,45369,45362,45358,45357,55,51,4757
308,70,45354,45351,45369,45362,45358,45357,57,51,16576
309,69,45354,45352,45369,45362,45358,45358,55,52,726
310,70,45355,45351,45368,45362,45358,45357,57,52,18759
311,70,45356,45351,45368,45362,45358,45358,57,52,56664
312,70,45355,45351,45369,45361,45358,45356,56,51,52580
313,69,45355,45351,45368,45362,45358,45358,56,51,17777
314,76,45355,45351,45367,45362,45358,45358,56,51,13917
315,70,45355,45351,45368,45363,45357,45357,55,52,56220
316,70,45354,45351,45369,45363,45358,45358,56,51,41079
317,69,45354,45352,45369,45362,45358,45357,56,51,65328
318,70,45355,45351,45368,45362,45358,45357,56,50,65442
319,70,45355,45351,45369,45362,45358,45357,55,52,7426
320,70,45355,45351,45369,45363,45358,45357,56,52,9543
321,69,45354,45351,45369,45362,45357,45356,55,51,13966
322,70,45355,45351,45367,45363,45358,45358,57,51,26388
323,70,45355,45351,45369,45362,45357,45357,55,52,7857
324,69,45354,45351,45368,45363,45358,45357,57,53,64589
325,70,45355,45351,45369,45363,45357,45359,56,52,37417
326,70,45355,45350,45368,45363,45357,45356,56,52,23600
327,70,45354,45352,45369,45362,45358,45358,56,51,22092
328,75,45355,45351,45369,45362,45357,45356,57,52,11932
329,70,45355,45351,45368,45361,45359,45357,57,52,25441
330,69,45355,45351,45368,45363,45358,45357,57,52,43425
331,70,45355,45352,45368,45363,45359,45357,57,52,52342
332,70,45356,45352,45368,45362,45360,45358,56,51,41649
333,70,45355,45351,45368,45361,45359,45358,56,52,30994
334,69,45355,45351,45368,45362,45357,45356,56,51,45504
335,70,45356,45350,45368,45362,45359,45356,56,52,3352
336,70,45355,45352,45368,45362,45358,45358,57,52,30248
337,69,45355,45351,45368,45362,45358,45357,56,51,8253
338,70,45355,45351,45369,45362,45358,45358,56,51,7264
339,70,45356,45351,45368,45362,45358,45358,56,51,30850
340,70,45355,45351,45368,45363,45358,45358,56,52,38149
341,69,45354,45352,45369,45363,45357,45358,55,51,24174
342,70,45355,45352,45369,45361,45358,45357,55,52,57068
343,76,45355,45352,45369,45362,45358,45357,56,51,52184
344,70,45355,45352,45369,45363,45359,45358,56,51,39585
345,69,45354,45351,45368,45363,45358,45358,56,51,44106
346,70,45355,45351,45369,45362,45359,45357,57,51,62791
347,70,45355,45350,45368,45363,45358,45356,56,52,30325
348,69,45355,45352,45368,45361,45357,45357,56,51,40778
349,70,45355,45351,45367,45361,45357,45357,56,52,4682
350,70,45355,45351,45369,45362,45357,45357,57,51,63924
351,70,45355,45352,45369,45361,45357,45357,57,51,27670
352,69,45355,45350,45368,45363,45358,45358,56,51,31845
353,70,45355,45353,45369,45362,45358,45357,56,50,28894
354,70,45355,45351,45367,45362,45358,45357,56,51,1757
355,69,45354,45351,45368,45362,45359,45356,55,52,7632
356,70,45354,45351,45369,45362,45357,45356,55,51,11900
357,76,45354,45351,45368,45361,45357,45357,56,52,10676
358,70,45356,45351,45368,45362,45357,45356,56,52,442
359,69,45356,45350,45369,45363,45358,45357,56,52,42062
360,70,45356,45351,45369,45362,45358,45357,56,52,21290
361,70,45354,45351,45369,45364,45358,45357,55,51,24341
362,70,45353,45350,45368,45362,45358,45356,56,52,47532
363,69,45355,45351,45368,45362,45358,45358,56,51,27959
