SoC,OCV
0.617,45.660523907193856
0.618,45.662013047541635
0.619,45.66349982168702
0.62,45.664984237272655
0.621,45.666466301904244
0.622,45.66794602315077
0.623,45.66942340854477
0.624,45.67089846558249
0.625,45.6723712017242
0.626,45.67384162439437
0.627,45.67530974098193
0.628,45.67677555884048
0.629,45.67823908528852
0.63,45.67970032760967
0.631,45.68115929305291
0.632,45.68261598883273
0.633,45.68407042212949
0.634,45.68552260008945
0.635,45.686972529825155
0.636,45.68842021841555
0.637,45.68986567290619
0.638,45.69130890030951
0.639,45.692749907604984
0.64,45.694188701739336
0.641,45.69562528962677
0.642,45.69705967814913
0.643,45.698491874156154
0.644,45.699921884465624
0.645,45.70134971586361
0.646,45.702775375104615
0.647,45.70419886891183
0.648,45.70562020397726
0.649,45.70703938696201
0.65,45.70845642449633
0.651,45.70987132317998
0.652,45.71128408958228
0.653,45.71269473024234
0.654,45.7141032516693
0.655,45.71550966034243
0.656,45.71691396271132
0.657,45.71831616519616
0.658,45.71971627418776
0.659,45.7211142960479
0.66,45.72251023710936
0.661,45.72390410367617
0.662,45.72529590202378
0.663,45.72668563839923
0.664,45.7280733190213
0.665,45.72945895008069
0.666,45.730842537740195
0.667,45.73222408813489
0.668,45.73360360737227
0.669,45.73498110153238
0.67,45.73635657666809
0.671,45.73773003880513
0.672,45.73910149394234
0.673,45.74047094805181
0.674,45.74183840707897
0.675,45.74320387694287
0.676,45.744567363536255
0.677,45.74592887272572
0.678,45.74728841035189
0.679,45.748645982229576
0.68,45.75000159414791
0.681,45.75135525187051
0.682,45.75270696113559
0.683,45.754056727656184
0.684,45.755404557120244
0.685,45.75675045519075
0.686,45.75809442750595
0.687,45.75943647967943
0.688,45.76077661730029
0.689,45.76211484593326
0.69,45.76345117111886
0.691,45.76478559837356
0.692,45.766118133189885
0.693,45.76744878103654
0.694,45.76877754735863
0.695,45.77010443757769
0.696,45.771429457091884
0.697,45.772752611276125
0.698,45.77407390548221
0.699,45.775393345038964
0.7,45.776710935252325
0.701,45.77802668140553
0.702,45.77934058875922
0.703,45.78065266255156
0.704,45.781962907998405
0.705,45.783271330293374
0.706,45.784577934607995
0.707,45.78588272609186
0.708,45.78718570987271
0.709,45.78848689105657
0.71,45.7897862747279
0.711,45.79108386594966
0.712,45.79237966976348
0.713,45.79367369118976
0.714,45.79496593522777
0.715,45.796256406855846
0.716,45.79754511103138
0.717,45.79883205269106
0.718,45.80011723675091
0.719,45.80140066810642
0.72,45.80268235163268
0.721,45.803962292184494
0.722,45.805240494596454
0.723,45.80651696368309
0.724,45.80779170423897
0.725,45.809064721038816
0.726,45.810336018837575
0.727,45.8116056023706
0.728,45.81287347635368
0.729,45.81413964548322
0.73,45.81540411443629
0.731,45.816666887870745
0.732,45.81792797042536
0.733,45.81918736671987
0.734,45.82044508135518
0.735,45.82170111891336
0.736,45.822955483957784
0.737,45.82420818103326
0.738,45.825459214666104
0.739,45.82670858936424
0.74,45.82795630961729
0.741,45.82920237989673
0.742,45.8304468046559
0.743,45.83168958833016
0.744,45.83293073533698
0.745,45.83417025007605
0.746,45.835408136929296
0.747,45.83664440026111
0.748,45.837879044418294
0.749,45.839112073730284
0.75,45.84034349250916
0.751,45.84157330504976
0.752,45.8428015156298
0.753,45.844028128509926
0.754,45.84525314793382
0.755,45.8464765781283
0.756,45.847698423303385
0.757,45.84891868765242
0.758,45.85013737535212
0.759,45.8513544905627
0.76,45.852570037427924
0.761,45.85378402007523
0.762,45.854996442615764
0.763,45.856207309144544
0.764,45.85741662374045
0.765,45.85862439046638
0.766,45.859830613369326
0.767,45.861035296480395
0.768,45.862238443814974
0.769,45.86344005937277
0.77,45.86464014713788
0.771,45.8658387110789
0.772,45.867035755149
0.773,45.86823128328599
0.774,45.869425299412406
0.775,45.87061780743559
0.776,45.87180881124777
0.777,45.87299831472616
0.778,45.87418632173296
0.779,45.87537283611554
0.78,45.87655786170642
0.781,45.87774140232342
0.782,45.878923461769716
0.783,45.880104043833846
0.784,45.881283152289896
0.785,45.882460790897504
0.786,45.883636963401926
0.787,45.88481167353418
0.788,45.88598492501102
0.789,45.887156721535085
0.79,45.888327066794965
0.791,45.88949596446519
0.792,45.890663418206415
0.793,45.89182943166544
0.794,45.892994008475235
0.795,45.8941571522551
0.796,45.89531886661063
0.797,45.896479155133896
0.798,45.897638021403445
0.799,45.89879546898434
0.8,45.899951501428305
0.801,45.901106122273745
0.802,45.90225933504582
0.803,45.903411143256506
0.804,45.90456155040466
0.805,45.905710559976114
0.806,45.906858175443716
