SoC,R0,R1,R2,C1,C2,Tau1,Tau2,A1,A2
80.045,0.039718839179825965,0.016336940745010874,0.008255070831738074,3346.0959232170903,65151.67394318594,54.66497082472006,537.8316832073037,0.4200912082261507,0.20461694853636958
80.046,0.03971862196538474,0.01633697899248028,0.008254942712532395,3346.1017569016612,65153.50439959761,54.665194109203796,537.8384463394057,0.42009345072198157,0.20461443762512507
80.047,0.03971840476108329,0.016337017224523614,0.00825481458573996,3346.1075955572614,65155.33493023511,54.66541742372827,537.845209120877,0.420095693158652,0.20461192636320558
80.048,0.039718187566923906,0.016337055441139614,0.008254686451361144,3346.113439184268,65157.16553509704,54.66564076829573,537.8519715516608,0.4200979355361572,0.20460941475059707
80.049,0.03971797038290889,0.016337093642327008,0.00825455830939634,3346.1192877830617,65158.99621418182,54.66586414290843,537.8587336316992,0.42010017785449255,0.2046069027872856
80.05,0.039717753209040536,0.016337131828084522,0.008254430159845935,3346.125141354023,65160.82696748797,54.66608754756863,537.865495360935,0.42010242011365323,0.20460439047325732
80.051,0.03971753604532114,0.016337169998410894,0.00825430200271031,3346.130999897531,65162.657795013976,54.666310982278596,537.8722567393104,0.4201046623136345,0.20460187780849814
80.052,0.039717318891753006,0.016337208153304854,0.008254173837989855,3346.1368634139662,65164.48869675834,54.666534447040576,537.8790177667682,0.42010690445443166,0.2045993647929942
80.053,0.039717101748338424,0.016337246292765128,0.008254045665684955,3346.1427319037075,65166.31967271952,54.66675794185682,537.8857784432507,0.4201091465360398,0.20459685142673156
80.054,0.039716884615079696,0.01633728441679045,0.008253917485795997,3346.148605367136,65168.15072289604,54.66698146672961,537.8925387687007,0.4201113885584544,0.2045943377096962
80.055,0.03971666749197912,0.01633732252537955,0.008253789298323363,3346.1544838046316,65169.98184728639,54.66720502166119,537.8992987430603,0.4201136305216706,0.20459182364187423
80.056,0.039716450379038995,0.01633736061853116,0.008253661103267447,3346.1603672165734,65171.81304588901,54.66742860665381,537.9060583662721,0.4201158724256836,0.2045893092232517
80.057,0.03971623327626161,0.016337398696244006,0.008253532900628628,3346.166255603343,65173.64431870245,54.667652221709744,537.9128176382787,0.4201181142704888,0.2045867944538146
80.058,0.03971601618364926,0.016337436758516823,0.008253404690407296,3346.1721489653196,65175.47566572517,54.66787586683124,537.9195765590227,0.42012035605608133,0.20458427933354903
80.059,0.03971579910120427,0.01633747480534834,0.008253276472603837,3346.1780473028825,65177.30708695566,54.668099542020556,537.9263351284465,0.4201225977824564,0.20458176386244106
80.06,0.03971558202892891,0.016337512836737293,0.008253148247218635,3346.1839506164133,65179.13858239243,54.66832324727996,537.9330933464926,0.4201248394496095,0.2045792480404767
80.061,0.039715364966825484,0.016337550852682403,0.008253020014252078,3346.189858906292,65180.97015203393,54.6685469826117,537.9398512131033,0.42012708105753566,0.204576731867642
80.062,0.039715147914896304,0.016337588853182407,0.008252891773704557,3346.1957721728977,65182.801795878615,54.668770748018034,537.9466087282212,0.42012932260623015,0.20457421534392306
