Time Stamp,Voltage,Last Stable Current
5256165,54.47684406,26.92984799
5256197,54.47912085,
5256228,54.47684406,
5256260,54.47912085,
5256291,54.48367444,
5256322,54.48367444,
5256354,54.48367444,
5256385,54.48139764,
5256417,54.48595123,
5256448,54.48822803,
5256480,54.48822803,
5256511,54.48822803,
5256542,54.49050482,
5256574,54.48822803,
5256605,54.48822803,
5256636,54.49050482,
5256668,54.49505841,
5256699,54.49278161,
5256798,54.49505841,
5256929,54.50188879,
5256962,54.49961199,
5256994,54.49961199,
5257025,54.49961199,
5257057,54.50188879,
5257089,54.50188879,
5257120,54.50188879,
5257152,54.50188879,
5257183,54.50871917,
5257215,54.50644238,
5257246,54.50871917,
5257278,54.50416558,
5257309,54.50644238,
5257340,54.50871917,
5257372,54.50871917,
5257403,54.50871917,
5257435,54.50871917,
5257466,54.51099596,
5257498,54.51099596,
5257625,54.51327276,
5257756,54.51554955,
5257789,54.51554955,
5257820,54.51782634,
5257851,54.52010314,
5257883,54.52010314,
5257915,54.51782634,
5257946,54.52237993,
5257978,54.52010314,
5258009,54.52237993,
5258040,54.52237993,
5258072,54.52465673,
5258103,54.52465673,
5258135,54.52465673,
5258166,54.52693352,
5258197,54.52921031,
5258229,54.52465673,
5258260,54.52693352,
5258292,54.52921031,
5258323,54.52693352,
5258441,54.53148711,
5258572,54.53148711,
5258604,54.53148711,
5258636,54.53148711,
5258667,54.5337639,
5258699,54.5337639,
5258730,54.53604069,
5258762,54.53604069,
5258793,54.53604069,
5258825,54.5337639,
5258856,54.53604069,
5258887,54.53831749,
5258919,54.5337639,
5258950,54.53831749,
5258982,54.53831749,
5259013,54.53831749,
5259045,54.53831749,
5259076,54.53831749,
5259108,54.54059428,
5259139,54.54287108,
5259256,54.54287108,
5259385,54.54287108,
5259418,54.54514787,
5259449,54.54287108,
5259480,54.54742466,
5259512,54.54742466,
5259544,54.54970146,
5259575,54.54514787,
5259606,54.54970146,
5259638,54.54742466,
5259669,54.54742466,
5259700,54.54970146,
5259732,54.54970146,
5259764,54.54742466,
5259795,54.54742466,
5259826,54.54970146,
5259858,54.55197825,
5259889,54.55197825,
5259920,54.55197825,
5259952,54.55653184,
5260079,54.55425504,
5260211,54.55425504,
5260245,54.55197825,
5260277,54.55425504,
5260309,54.55653184,
5260342,54.55880863,
5260373,54.55425504,
5260404,54.55653184,
5260436,54.56108543,
5260468,54.55880863,
5260499,54.55653184,
5260530,54.56108543,
5260562,54.56336222,
5260593,54.55880863,
5260624,54.55880863,
5260656,54.56108543,
5260689,54.56563901,
5260721,54.56336222,
5260753,54.56108543,
5260784,54.56108543,
5265202,54.61117489,
5265333,54.61345168,
5265365,54.61572848,
5265396,54.61572848,
5265428,54.61572848,
5265459,54.61345168,
5265491,54.61345168,
5265522,54.61572848,
5265553,54.61800527,
5265585,54.61345168,
5265616,54.61800527,
5265648,54.61572848,
5265679,54.61800527,
5265711,54.61572848,
5265742,54.62028206,
5265774,54.62028206,
5265805,54.61800527,
5265836,54.62255886,
5265868,54.62255886,
5265900,54.61800527,
5266025,54.62028206,
5266156,54.62483565,
5266189,54.62483565,
5266222,54.62711244,
5266254,54.62255886,
5266286,54.62255886,
5266317,54.62483565,
5266349,54.62255886,
5266380,54.62483565,
5266412,54.62255886,
5266443,54.62483565,
5266474,54.62711244,
5266507,54.62711244,
5266540,54.62483565,
5266572,54.62483565,
5266604,54.62483565,
5266635,54.62938924,
5266666,54.62711244,
5266698,54.62938924,
5266730,54.62711244,
5266829,54.62711244,
5266961,54.62938924,
5266993,54.62938924,
5267024,54.62938924,
5267056,54.62711244,
5267088,54.62938924,
5267120,54.62938924,
5267152,54.63394283,
5267183,54.63166603,
5267215,54.62938924,
5267246,54.63621962,
5267277,54.63394283,
5267309,54.63166603,
5267341,54.63166603,
5267373,54.63394283,
5267405,54.63394283,
5267436,54.63394283,
5267468,54.63394283,
5267499,54.63166603,
5267531,54.63166603,
5270634,54.66581794,
5270765,54.66126435,
5270797,54.66354114,
5270829,54.66809473,
5270860,54.66126435,
5270892,54.66126435,
5270923,54.66354114,
5270955,54.66354114,
5270986,54.66354114,
5271017,54.66354114,
5271048,54.66581794,
5271079,54.66354114,
5271111,54.66581794,
5271143,54.66581794,
5271174,54.66581794,
5271206,54.66581794,
5271237,54.66581794,
5271268,54.66809473,
5271300,54.66581794,
5271331,54.66581794,
5271438,54.67264832,
5271569,54.67037153,
5271601,54.67037153,
5271632,54.67037153,
5271663,54.66809473,
5271695,54.67037153,
5271726,54.67037153,
5271758,54.67037153,
5271789,54.66809473,
5271820,54.67037153,
5271852,54.67037153,
5271883,54.67492511,
5271914,54.67037153,
5271946,54.67264832,
5271977,54.67037153,
5272009,54.67264832,
5272040,54.67037153,
5272071,54.66809473,
5272103,54.67264832,
5272135,54.67264832,
5272268,54.67492511,
5272399,54.67492511,
5272431,54.67720191,
5272463,54.6794787,
5272494,54.67492511,
5272526,54.67720191,
5272557,54.67720191,
5272588,54.67720191,
5272620,54.67492511,
5272651,54.67720191,
5272682,54.67720191,
5272713,54.67720191,
5272745,54.6794787,
5272776,54.67720191,
5272808,54.6794787,
5272839,54.6794787,
5272871,54.6794787,
5272902,54.68403229,
5272934,54.6794787,
5272965,54.6794787,
5273077,54.68403229,
5273208,54.6794787,
5273241,54.6794787,
5273272,54.68175549,
5273303,54.68403229,
5273334,54.68175549,
5273366,54.68175549,
5273398,54.68175549,
5273429,54.68175549,
5273460,54.68175549,
5273492,54.68175549,
5273523,54.68630908,
5273555,54.68403229,
5273586,54.68630908,
5273617,54.68630908,
5273649,54.68403229,
5273680,54.68630908,
5273712,54.68630908,
5273743,54.68630908,
5273774,54.68630908,
5273917,54.68858588,
5274048,54.68858588,
5274081,54.68403229,
5274112,54.68858588,
5274143,54.68630908,
5274175,54.68858588,
5274206,54.68858588,
5274238,54.68858588,
5274269,54.68858588,
5274301,54.68858588,
5274332,54.68858588,
5274364,54.69086267,
5274395,54.69086267,
5274426,54.69086267,
5274457,54.69086267,
5274489,54.69086267,
5274520,54.68858588,
5274552,54.69086267,
5274583,54.68858588,
5274615,54.69086267,
5274830,54.69541626,
5274961,54.69313946,
5274994,54.69313946,
5275025,54.69313946,
5275056,54.69541626,
5275088,54.69769305,
5275119,54.69086267,
5275151,54.69541626,
5275182,54.69769305,
5275214,54.69541626,
5275245,54.69769305,
5275276,54.69313946,
5275308,54.69541626,
5275339,54.69769305,
5275370,54.69541626,
5275402,54.69769305,
5275433,54.69769305,
5275465,54.69996984,
5275497,54.69996984,
5275529,54.69769305,
5275635,54.69996984,
5275766,54.69769305,
5275798,54.70224664,
5275830,54.69996984,
5275861,54.69769305,
5275893,54.70224664,
5275925,54.69996984,
5275956,54.69996984,
5275987,54.70224664,
5276019,54.70452343,
5276050,54.69996984,
5276082,54.70224664,
5276113,54.70224664,
5276145,54.70224664,
5276176,54.70452343,
5276207,54.69996984,
5276239,54.70680023,
5276270,54.70452343,
5276301,54.70452343,
5276333,54.70452343,
5276470,54.70452343,
5276601,54.70907702,
5276634,54.70680023,
5276665,54.70680023,
5276696,54.70452343,
5276728,54.70907702,
5276760,54.70452343,
5276791,54.70680023,
5276822,54.70907702,
5276854,54.70680023,
5276885,54.70452343,
5276916,54.70680023,
5276948,54.70907702,
5276979,54.70907702,
5277011,54.70907702,
5277042,54.70680023,
5277074,54.70907702,
5277105,54.70907702,
5277137,54.71135381,
5277168,54.70907702,
5277301,54.70907702,
5277431,54.71135381,
5277464,54.71363061,
5277495,54.71135381,
5277526,54.70907702,
5277558,54.71363061,
5277589,54.71135381,
5277621,54.71363061,
5277652,54.71135381,
5277684,54.71135381,
5277715,54.71363061,
5277747,54.71363061,
5277778,54.71363061,
5277809,54.71363061,
5277840,54.71135381,
5277872,54.7159074,
5277903,54.7159074,
5277935,54.7159074,
5277966,54.71818419,
5277998,54.7159074,
5278200,54.7159074,
5278331,54.72046099,
5278363,54.7159074,
5278394,54.71818419,
5278425,54.71818419,
5278457,54.72046099,
5278488,54.71818419,
5278520,54.71818419,
5278551,54.72273778,
5278583,54.71363061,
