Time Stamp,Voltage,Last Stable Current
650295,56.36202928,28.42892578
650328,56.36658287,
650360,56.37341325,
650391,56.37569004,
650423,56.38024363,
650454,56.38024363,
650486,56.38479722,
650518,56.38707401,
650549,56.38935081,
650580,56.38935081,
650611,56.3916276,
650643,56.39390439,
650675,56.39618119,
650706,56.39845798,
650738,56.39845798,
650769,56.40073478,
650800,56.40073478,
650832,56.40301157,
653967,56.47359218,
654096,56.47359218,
654128,56.47814576,
654159,56.48042256,
654191,56.48042256,
654222,56.48042256,
654254,56.48269935,
654285,56.47814576,
654316,56.48269935,
654347,56.48269935,
654379,56.48269935,
654410,56.48042256,
654441,56.48269935,
654473,56.48269935,
654504,56.48497614,
654536,56.48725294,
654567,56.48269935,
654598,56.48725294,
654630,56.48497614,
654661,56.48725294,
655055,56.49180653,
655186,56.49636011,
655217,56.48952973,
655249,56.49408332,
655281,56.49408332,
655313,56.49408332,
655345,56.49636011,
655376,56.49636011,
655407,56.49863691,
655439,56.49636011,
655470,56.49408332,
655501,56.5009137,
655533,56.5009137,
655564,56.5009137,
655595,56.5009137,
655626,56.5009137,
655658,56.49636011,
655689,56.5009137,
655721,56.50319049,
655752,56.50319049,
657186,56.51912805,
657316,56.51912805,
657347,56.51912805,
657379,56.52140484,
657410,56.52368164,
657441,56.51912805,
657472,56.52368164,
657504,56.52140484,
657535,56.52368164,
657567,56.52368164,
657598,56.52140484,
657630,56.52368164,
657661,56.52368164,
657693,56.52595843,
657724,56.52368164,
657755,56.52368164,
657787,56.52595843,
657818,56.52595843,
657850,56.52595843,
657881,56.52823523,
658149,56.53051202,
658279,56.53278881,
658311,56.52823523,
658343,56.53051202,
658375,56.53278881,
658407,56.53278881,
658439,56.53051202,
658470,56.53051202,
658501,56.53278881,
658533,56.53051202,
658564,56.53278881,
658595,56.53278881,
658627,56.5373424,
658658,56.53506561,
658690,56.5373424,
658721,56.5373424,
658753,56.53278881,
658784,56.53506561,
658815,56.53506561,
658846,56.53506561,
659050,56.54189599,
659181,56.53506561,
659212,56.53961919,
659245,56.54417278,
659276,56.53961919,
659307,56.54189599,
659339,56.54189599,
659370,56.54189599,
659401,56.54189599,
659433,56.54189599,
659464,56.54644958,
659496,56.54189599,
659527,56.54644958,
659559,56.54189599,
659590,56.54417278,
659621,56.54644958,
659653,56.54189599,
659685,56.54872637,
659717,56.54417278,
659750,56.54644958,
659964,56.54644958,
660094,56.55100316,
660126,56.54872637,
660159,56.54872637,
660190,56.55100316,
660221,56.55100316,
660253,56.54872637,
660284,56.54872637,
660316,56.55100316,
660347,56.55555675,
660379,56.55100316,
660410,56.55100316,
660441,56.55555675,
660473,56.55327996,
660504,56.55327996,
660535,56.55100316,
660567,56.55327996,
660599,56.55555675,
660630,56.55555675,
660661,56.55555675,
660807,56.55555675,
660937,56.56011034,
660969,56.55555675,
661001,56.55783354,
661033,56.55783354,
661065,56.56011034,
661097,56.55783354,
661128,56.55783354,
661159,56.55783354,
661191,56.56238713,
661222,56.55783354,
661254,56.55783354,
661285,56.56011034,
661317,56.56011034,
661348,56.56238713,
661379,56.56011034,
661411,56.56011034,
661442,56.55783354,
661473,56.56011034,
661505,56.56011034,
662921,56.57149431,
663049,56.57832469,
663080,56.5737711,
663112,56.57604789,
663144,56.5737711,
663175,56.5737711,
663206,56.5737711,
663238,56.5737711,
663269,56.57832469,
663301,56.5737711,
663332,56.57604789,
663364,56.58060148,
663395,56.5737711,
663427,56.57832469,
663458,56.57832469,
663489,56.57604789,
663521,56.57604789,
663552,56.57832469,
663584,56.57832469,
663615,56.57604789,
663862,56.58060148,
663993,56.58515507,
664024,56.58287828,
664056,56.58515507,
664088,56.58060148,
664119,56.58287828,
664151,56.58287828,
664182,56.58287828,
664213,56.58287828,
664245,56.58287828,
664276,56.58515507,
664307,56.58287828,
664339,56.58287828,
664370,56.58743186,
664402,56.58743186,
664433,56.58515507,
664465,56.58515507,
664496,56.58515507,
664527,56.58743186,
664559,56.58743186,
664895,56.58970866,
665025,56.59198545,
665057,56.58970866,
665089,56.59198545,
665120,56.59426224,
665151,56.58970866,
665183,56.58970866,
665215,56.58970866,
665246,56.58970866,
665278,56.59426224,
665309,56.59198545,
665340,56.59198545,
665372,56.59198545,
665403,56.59426224,
665435,56.58970866,
665467,56.59426224,
665499,56.59198545,
665531,56.59653904,
665562,56.59198545,
665595,56.59426224,
665831,56.59653904,
665959,56.59653904,
665992,56.59653904,
666023,56.59653904,
666055,56.59198545,
666086,56.59653904,
666118,56.59881583,
666149,56.59653904,
666180,56.59653904,
666212,56.59881583,
666243,56.59881583,
666275,56.59653904,
666306,56.59881583,
666338,56.59653904,
666369,56.60109263,
666400,56.60109263,
666432,56.59881583,
666463,56.60109263,
666495,56.60109263,
666526,56.59881583,
666646,56.60109263,
666776,56.60336942,
666808,56.60336942,
666840,56.60109263,
666871,56.60336942,
666902,56.60109263,
666934,56.60564621,
666965,56.60564621,
666996,56.60336942,
667028,56.60564621,
667060,56.60109263,
667091,56.60564621,
667122,56.60336942,
667154,56.60564621,
667185,56.60336942,
667217,56.60792301,
667248,56.60564621,
667279,56.60792301,
667310,56.60564621,
667342,56.60564621,
667539,56.60564621,
667669,56.6101998,
667701,56.60564621,
667732,56.60792301,
667764,56.60792301,
667795,56.60792301,
667827,56.6101998,
667858,56.6101998,
667889,56.60792301,
667921,56.60564621,
667952,56.60792301,
667984,56.61247659,
668015,56.61247659,
668047,56.61247659,
668078,56.6101998,
668109,56.61247659,
668141,56.61475339,
668172,56.6101998,
668203,56.6101998,
668235,56.61247659,
671445,56.63296774,
671575,56.63296774,
671606,56.63296774,
671638,56.63524453,
671670,56.63069094,
671701,56.63296774,
671733,56.63524453,
671764,56.63524453,
671796,56.63296774,
671827,56.63296774,
671859,56.63524453,
671890,56.63296774,
671922,56.63296774,
671953,56.63296774,
671984,56.63296774,
672015,56.63524453,
672047,56.63524453,
672079,56.63752133,
672110,56.63752133,
672141,56.63296774,
672305,56.63524453,
672435,56.63524453,
672467,56.63979812,
672499,56.63979812,
672530,56.63752133,
672562,56.63979812,
672593,56.63979812,
672624,56.63979812,
672656,56.63752133,
672687,56.63979812,
672718,56.63752133,
672750,56.63752133,
672782,56.63979812,
672813,56.63979812,
672844,56.63979812,
672876,56.63979812,
672907,56.63752133,
672938,56.64207491,
672970,56.64207491,
673002,56.63752133,
673101,56.64435171,
673231,56.64435171,
673264,56.64207491,
673295,56.64435171,
673326,56.64207491,
673358,56.64207491,
673391,56.6466285,
673422,56.64207491,
673454,56.63979812,
673486,56.64435171,
673517,56.64207491,
673549,56.64435171,
673581,56.6466285,
673612,56.6466285,
673644,56.64435171,
673675,56.64435171,
673707,56.64435171,
673738,56.64890529,
673770,56.6466285,
673801,56.64435171,
674014,56.6466285,
674144,56.64890529,
674176,56.65118209,
674208,56.64435171,
674239,56.64890529,
674270,56.64435171,
674302,56.65118209,
674333,56.6466285,
674364,56.64890529,
674396,56.65118209,
674427,56.65118209,
674459,56.64890529,
674491,56.64890529,
674522,56.65118209,
674553,56.64890529,
674584,56.64890529,
674616,56.6466285,
674647,56.65118209,
674679,56.65345888,
674710,56.65118209,
677928,56.66711964,
678059,56.66711964,
678091,56.66484285,
678122,56.66484285,
678154,56.66939644,
678186,56.66711964,
678217,56.67167323,
678248,56.66711964,
678280,56.66711964,
678311,56.66939644,
678342,56.66939644,
678374,56.66939644,
678406,56.66711964,
678437,56.67167323,
678468,56.66939644,
678500,56.66939644,
678531,56.67167323,
678562,56.67167323,
678594,56.66711964,
678625,56.66711964,
678724,56.66939644,
678852,56.67167323,
678884,56.67395003,
678916,56.67167323,
678947,56.67167323,
678978,56.67395003,
679010,56.67167323,
679042,56.67395003,
679073,56.67167323,
679105,56.67167323,
679136,56.67167323,
679167,56.67167323,
679199,56.67167323,
679230,56.67167323,
679261,56.67395003,
679293,56.67167323,
679324,56.67167323,
679356,56.67395003,
679387,56.67622682,
679419,56.67622682,
679624,56.67622682,
679754,56.67622682,
