date,time,time_passed_since_start,Current Out 1,Current Out 2,Current In 1,Current In 2,Voltage,Lost Data
2026-02-25,14:24:14.545088,26309,-0.093750006,1.076249981,2.842499924,1.064999962,57.16575,0
2026-02-25,14:24:20.029659,27444,-0.12,1.057499981,2.816250038,1.038750076,57.16575,0
2026-02-25,14:24:20.029659,28531,-0.123749995,1.076249981,2.816250038,1.076249981,57.16575,0
2026-02-25,14:24:20.029659,29618,-0.138750005,1.0875,2.763749886,1.113750076,57.16125,0
2026-02-25,14:24:20.029659,30707,-0.093750006,1.064999962,2.827500153,1.035000038,57.1635,0
2026-02-25,14:24:20.029659,31794,-0.142499995,1.076249981,2.782500076,1.091250038,57.16575,0
2026-02-25,14:24:25.514908,32929,-0.146249998,1.061250019,2.793750191,1.027500057,57.16575,0
2026-02-25,14:24:25.514908,34016,-0.075,1.083749962,2.775,1.102500057,57.1635,0
2026-02-25,14:24:25.514908,35103,-0.116250002,1.083749962,2.808749962,1.110000038,57.16125,0
2026-02-25,14:24:25.514908,36193,-0.078750002,1.06875,2.83875,1.0425,57.16575,0
2026-02-25,14:24:25.514908,37280,-0.1275,1.0875,2.816250038,1.113750076,57.1635,0
2026-02-25,14:24:30.995850,38415,-0.093750006,1.064999962,2.846249962,1.0425,57.1635,0
2026-02-25,14:24:30.995850,39504,-0.142499995,1.083749962,2.793750191,1.121250057,57.16575,0
2026-02-25,14:24:30.995850,40591,-0.142499995,1.061250019,2.763749886,1.05,57.16575,0
2026-02-25,14:24:30.995850,41678,-0.104999995,1.064999962,2.808749962,1.05375,57.16575,0
2026-02-25,14:24:30.995850,42767,-0.135000002,1.083749962,2.793750191,1.117500019,57.16125,0
2026-02-25,14:24:36.509469,43925,-0.135000002,1.0875,2.78625,1.113750076,57.16575,0
2026-02-25,14:24:36.509469,45013,-0.138750005,1.064999962,2.8125,1.05,57.1635,0
2026-02-25,14:24:36.509469,46101,-0.15,1.064999962,2.820000076,1.0425,57.16575,0
2026-02-25,14:24:36.509469,47188,-0.135000002,1.083749962,2.782500076,1.117500019,57.16575,0
2026-02-25,14:24:36.509469,48276,-0.146249998,1.06875,2.778750038,1.061250019,57.16575,0
2026-02-25,14:24:41.992769,49412,-0.123749995,1.091250038,2.763749886,1.125,57.1635,0
2026-02-25,14:24:41.992769,50499,-0.15375,1.06875,2.816250038,1.05375,57.16575,0
2026-02-25,14:24:41.992769,51587,-0.138750005,1.080000019,2.793750191,1.10625,57.159,0
2026-02-25,14:24:41.992769,52674,-0.164999998,1.10625,2.853750038,1.13625,57.159,0
2026-02-25,14:24:41.992769,53762,-0.1125,1.094999981,2.898749924,1.098750019,57.159,0
2026-02-25,14:24:47.476132,54898,-0.138750005,1.091250038,2.8875,1.102500057,57.159,0
2026-02-25,14:24:47.476132,55985,-0.108749998,1.076249981,2.876250076,1.064999962,57.16125,0
2026-02-25,14:24:47.476132,57072,-0.135000002,1.098750019,2.872500038,1.102500057,57.15675,0
2026-02-25,14:24:47.476132,58161,-0.135000002,1.125,2.846249962,1.158749962,57.15225,0
2026-02-25,14:24:47.476132,59248,-0.108749998,1.121250057,2.85,1.139999962,57.15675,0
2026-02-25,14:24:52.968449,60383,-0.135000002,1.102500057,2.876250076,1.091250038,57.15675,0
2026-02-25,14:24:52.968449,61470,-0.13125,1.091250038,2.95125,1.094999981,57.1545,0
2026-02-25,14:24:52.968449,62557,-0.146249998,1.083749962,2.917500114,1.091250038,57.15675,0
2026-02-25,14:24:52.968449,63645,-0.168750012,1.0875,2.8875,1.0875,57.15675,0
2026-02-25,14:24:52.968449,64732,-0.135000002,1.0875,2.962500191,1.083749962,57.1545,0
2026-02-25,14:24:58.464980,65867,-0.123749995,1.091250038,2.939999962,1.0875,57.1545,0
2026-02-25,14:24:58.464980,66955,-0.146249998,1.076249981,2.928749847,1.05,57.1545,0
2026-02-25,14:24:58.464980,68042,-0.135000002,1.132499981,2.895000076,1.1625,57.15225,0
2026-02-25,14:24:58.464980,69130,-0.161250007,1.091250038,2.913750076,1.076249981,57.15225,0
2026-02-25,14:24:58.464980,70218,-0.123749995,1.091250038,2.947500038,1.094999981,57.15225,0
2026-02-25,14:25:03.936401,71361,-0.146249998,1.0875,2.898749924,1.094999981,57.1545,0
2026-02-25,14:25:03.936401,72448,-0.142499995,1.094999981,2.83875,1.098750019,57.1545,0
2026-02-25,14:25:03.936401,73535,-0.157500005,1.0875,2.947500038,1.0875,57.15225,0
2026-02-25,14:25:03.936401,74623,-0.146249998,1.083749962,2.936249924,1.091250038,57.1545,0
2026-02-25,14:25:03.936401,75709,-0.161250007,1.0875,2.898749924,1.091250038,57.15225,0
2026-02-25,14:25:09.426723,76845,-0.15,1.094999981,2.94375,1.10625,57.1545,0
2026-02-25,14:25:09.426723,77932,-0.1275,1.094999981,2.861250114,1.091250038,57.15675,0
2026-02-25,14:25:09.426723,79021,-0.1275,1.076249981,2.94375,1.06875,57.15675,0
2026-02-25,14:25:09.426723,80108,-0.142499995,1.091250038,2.921250153,1.110000038,57.15675,0
2026-02-25,14:25:09.426723,81195,-0.123749995,1.0875,2.90625,1.0875,57.15675,0
2026-02-25,14:25:14.911497,82330,-0.176250005,1.0875,2.910000038,1.094999981,57.159,0
2026-02-25,14:25:14.911497,83417,-0.15,1.0875,2.891250038,1.0875,57.159,0
2026-02-25,14:25:14.911497,84504,-0.157500005,1.0875,2.924999809,1.091250038,57.159,0
2026-02-25,14:25:14.911497,85593,-0.157500005,1.0875,2.8875,1.0875,57.159,0
2026-02-25,14:25:14.911497,86680,-0.168750012,1.091250038,2.86875,1.083749962,57.159,0
2026-02-25,14:25:20.395211,87815,-0.146249998,1.0875,2.90625,1.0875,57.16125,0
2026-02-25,14:25:20.395211,88902,-0.17249999,1.0875,2.910000038,1.091250038,57.159,0
2026-02-25,14:25:20.395211,89989,-0.15,1.0875,2.895000076,1.091250038,57.159,0
2026-02-25,14:25:20.395211,91076,-0.168750012,1.0875,2.898749924,1.094999981,57.16125,0
2026-02-25,14:25:20.395211,92165,-0.15,1.091250038,2.879999924,1.0875,57.159,0
2026-02-25,14:25:25.880771,93300,-0.161250007,1.0875,2.917500114,1.091250038,57.16125,0
2026-02-25,14:25:25.880771,94389,-0.142499995,1.083749962,2.917500114,1.083749962,57.16125,0
2026-02-25,14:25:25.880771,95476,-0.138750005,1.0875,2.924999809,1.0875,57.1635,0
2026-02-25,14:25:25.880771,96563,-0.146249998,1.0875,2.917500114,1.094999981,57.16125,0
2026-02-25,14:25:25.880771,97652,-0.13125,1.0875,2.917500114,1.091250038,57.1635,0
2026-02-25,14:25:31.372182,98787,-0.17249999,1.083749962,2.902499962,1.0875,57.16125,0
2026-02-25,14:25:31.372182,99874,-0.1275,1.094999981,2.924999809,1.0875,57.16125,0
2026-02-25,14:25:31.372182,100963,-0.15,1.0875,2.939999962,1.091250038,57.16125,0
2026-02-25,14:25:31.372182,102050,-0.187500012,1.0875,2.898749924,1.091250038,57.16125,0
2026-02-25,14:25:31.372182,103137,-0.123749995,1.083749962,2.913750076,1.0875,57.16125,0
2026-02-25,14:25:36.864912,104274,-0.15375,1.0875,2.928749847,1.091250038,57.1635,0
2026-02-25,14:25:36.864912,105361,-0.13125,1.0875,2.936249924,1.0875,57.1635,0
2026-02-25,14:25:36.864912,106448,-0.183749998,1.0875,2.94375,1.094999981,57.1635,0
2026-02-25,14:25:36.864912,107535,-0.161250007,1.091250038,2.898749924,1.091250038,57.1635,0
2026-02-25,14:25:36.864912,108622,-0.13125,1.0875,2.917500114,1.091250038,57.16125,0
2026-02-25,14:25:42.345355,109762,-0.108749998,1.0875,2.928749847,1.091250038,57.16125,0
2026-02-25,14:25:42.345355,110849,-0.135000002,1.0875,2.928749847,1.094999981,57.16125,0
2026-02-25,14:25:42.345355,111936,-0.164999998,1.0875,2.879999924,1.091250038,57.16125,0
2026-02-25,14:25:42.345355,113024,-0.1275,1.0875,2.913750076,1.091250038,57.16125,0
2026-02-25,14:25:42.345355,114112,-0.15375,1.091250038,2.921250153,1.091250038,57.1635,0
