counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
226,943,43347,22114,32759,32762,32765,32767,54106,0
227,938,43363,22134,32761,32762,32764,32766,54108,0
228,938,43335,22162,32760,32762,32764,32767,54107,0
229,944,43370,22150,32759,32762,32765,32766,54107,1
230,938,43360,22128,32759,32763,32765,32767,54107,0
231,942,43302,22119,32759,32762,32765,32766,54107,0
232,938,43367,22159,32760,32762,32765,32766,54107,1
233,939,43348,22168,32760,32763,32765,32767,54107,0
234,938,43347,22132,32760,32764,32763,32767,54106,0
235,938,43378,22117,32760,32763,32764,32767,54107,0
236,943,43331,22169,32761,32762,32764,32766,54108,0
237,938,43371,22161,32760,32763,32765,32765,54106,1
238,938,43367,22143,32760,32763,32764,32767,54106,0
239,938,43323,22128,32761,32763,32764,32767,54107,0
240,939,43369,22158,32759,32764,32764,32767,54106,0
241,942,43357,22166,32760,32761,32765,32767,54106,0
242,938,43335,22149,32760,32762,32765,32766,54106,0
243,938,43367,22122,32760,32763,32765,32767,54107,0
244,938,43308,22157,32760,32762,32765,32766,54107,0
245,939,43358,22136,32760,32763,32765,32766,54107,1
246,946,43363,22144,32761,32763,32765,32766,54107,0
247,938,43324,22124,32760,32762,32765,32766,54107,0
248,938,43358,22128,32761,32762,32765,32766,54106,0
249,939,43361,22164,32760,32763,32766,32767,54107,1
250,938,43334,22139,32759,32763,32765,32767,54106,0
251,939,43367,22133,32760,32762,32764,32767,54107,0
252,941,43341,22124,32761,32762,32764,32767,54107,1
253,939,43342,22149,32759,32762,32764,32766,54105,0
254,938,43360,22161,32760,32763,32765,32766,54106,0
255,938,43328,22139,32761,32763,32764,32766,54107,2
256,943,43358,22114,32760,32763,32766,32766,54107,0
257,938,43359,22157,32760,32763,32765,32766,54106,0
258,938,43309,22162,32761,32763,32765,32766,54109,1
259,938,43358,22158,32761,32761,32765,32766,54107,1
260,939,43343,22127,32760,32763,32764,32767,54106,0
261,942,43335,22140,32760,32763,32764,32766,54108,0
262,944,43374,22168,32760,32764,32764,32767,54106,0
263,938,43336,22155,32760,32762,32765,32767,54105,0
264,938,43346,22116,32759,32763,32765,32767,54106,0
265,938,43366,22154,32760,32763,32764,32767,54108,0
266,942,43321,22167,32759,32763,32765,32767,54107,0
267,938,43373,22167,32760,32763,32764,32766,54106,0
268,939,43343,22124,32759,32762,32764,32767,54108,0
269,938,43320,22125,32760,32762,32765,32767,54106,0
270,938,43374,22160,32760,32762,32765,32767,54107,1
271,943,43344,22168,32760,32764,32765,32766,54106,0
272,938,43358,22130,32759,32762,32765,32767,54107,1
273,938,43368,22132,32760,32763,32764,32767,54106,0
274,938,43302,22161,32760,32763,32764,32767,54108,1
275,939,43363,22152,32760,32762,32765,32767,54107,0
