Date,Time,time_passed_since_start,ADS Reading 1,Current 1,ADS Reading 2,Current 2,ADS Reading 3,Volts 1,Lost Data
2026-03-11,15:06:26.440302,0,29,0.10875,50,0.1875,4,0.009,0
2026-03-11,15:06:26.440302,606,31,0.11625,52,0.195,4,0.009,0
2026-03-11,15:06:26.440302,1137,31,0.11625,54,0.2025,3,0.00675,0
2026-03-11,15:06:26.440302,1667,31,0.11625,53,0.19875,4,0.009,0
2026-03-11,15:06:26.440302,2198,32,0.12,53,0.19875,3,0.00675,0
2026-03-11,15:06:29.282443,2874,31,0.11625,54,0.2025,3,0.00675,0
2026-03-11,15:06:29.282443,3405,31,0.11625,54,0.2025,5,0.01125,0
2026-03-11,15:06:29.282443,3935,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:06:29.282443,4468,32,0.12,53,0.19875,3,0.00675,0
2026-03-11,15:06:29.282443,4999,32,0.12,52,0.195,3,0.00675,0
2026-03-11,15:06:32.044042,5676,32,0.12,54,0.2025,4,0.009,0
2026-03-11,15:06:32.044042,6206,32,0.12,52,0.195,3,0.00675,0
2026-03-11,15:06:32.044042,6737,30,0.1125,53,0.19875,4,0.009,0
2026-03-11,15:06:32.044042,7267,34,0.1275,53,0.19875,4,0.009,0
2026-03-11,15:06:32.044042,7797,33,0.12375,53,0.19875,4,0.009,0
2026-03-11,15:06:34.838926,8474,32,0.12,53,0.19875,5,0.01125,0
2026-03-11,15:06:34.838926,9005,32,0.12,53,0.19875,5,0.01125,0
2026-03-11,15:06:34.838926,9535,32,0.12,52,0.195,3,0.00675,0
2026-03-11,15:06:34.838926,10066,34,0.1275,54,0.2025,5,0.01125,0
2026-03-11,15:06:34.838926,10596,33,0.12375,53,0.19875,3,0.00675,0
2026-03-11,15:06:37.677754,11273,31,0.11625,54,0.2025,5,0.01125,0
2026-03-11,15:06:37.677754,11803,33,0.12375,53,0.19875,4,0.009,0
2026-03-11,15:06:37.677754,12334,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:06:37.677754,12865,33,0.12375,52,0.195,6,0.0135,0
2026-03-11,15:06:37.677754,13397,32,0.12,52,0.195,4,0.009,0
2026-03-11,15:06:40.452486,14073,33,0.12375,53,0.19875,4,0.009,0
2026-03-11,15:06:40.452486,14607,31,0.11625,53,0.19875,4,0.009,0
2026-03-11,15:06:40.452486,15137,32,0.12,53,0.19875,4,0.009,0
2026-03-11,15:06:40.452486,15667,33,0.12375,54,0.2025,3,0.00675,0
2026-03-11,15:06:40.452486,16198,31,0.11625,52,0.195,4,0.009,0
2026-03-11,15:06:43.337185,16983,32,0.12,53,0.19875,4,0.009,0
2026-03-11,15:06:43.337185,17514,31,0.11625,54,0.2025,3,0.00675,0
2026-03-11,15:06:43.337185,18044,32,0.12,53,0.19875,4,0.009,0
2026-03-11,15:06:43.337185,18575,33,0.12375,53,0.19875,3,0.00675,0
2026-03-11,15:06:43.337185,19105,32,0.12,52,0.195,4,0.009,0
2026-03-11,15:06:46.181908,19782,32,0.12,53,0.19875,5,0.01125,0
2026-03-11,15:06:46.181908,20312,31,0.11625,55,0.20625,4,0.009,0
2026-03-11,15:06:46.181908,20843,32,0.12,53,0.19875,6,0.0135,0
2026-03-11,15:06:46.181908,21376,33,0.12375,53,0.19875,4,0.009,0
2026-03-11,15:06:46.181908,21906,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:06:48.947552,22583,31,0.11625,54,0.2025,4,0.009,0
2026-03-11,15:06:48.947552,23114,34,0.1275,52,0.195,5,0.01125,0
2026-03-11,15:06:48.947552,23644,32,0.12,52,0.195,3,0.00675,0
2026-03-11,15:06:48.947552,24174,32,0.12,54,0.2025,3,0.00675,0
2026-03-11,15:06:48.947552,24705,33,0.12375,53,0.19875,5,0.01125,0
2026-03-11,15:06:51.738120,25382,33,0.12375,54,0.2025,3,0.00675,0
2026-03-11,15:06:51.738120,25912,32,0.12,53,0.19875,3,0.00675,0
2026-03-11,15:06:51.738120,26443,32,0.12,53,0.19875,4,0.009,0
2026-03-11,15:06:51.738120,26973,21,0.07875,65,0.24375,3,0.00675,0
2026-03-11,15:06:51.738120,27506,32,0.12,53,0.19875,4,0.009,0
2026-03-11,15:06:54.576599,28183,30,0.1125,52,0.195,3,0.00675,0
2026-03-11,15:06:54.576599,28713,32,0.12,54,0.2025,3,0.00675,0
2026-03-11,15:06:54.576599,29244,32,0.12,51,0.19125,2,0.0045,0
2026-03-11,15:06:54.576599,29774,31,0.11625,49,0.18375,5,0.01125,0
2026-03-11,15:06:54.576599,30305,30,0.1125,54,0.2025,6,0.0135,0
2026-03-11,15:07:05.253884,0,30,0.1125,52,0.195,4,0.009,0
2026-03-11,15:07:05.253884,550,30,0.1125,51,0.19125,3,0.00675,0
2026-03-11,15:07:05.253884,1080,30,0.1125,52,0.195,3,0.00675,0
2026-03-11,15:07:05.253884,1610,31,0.11625,50,0.1875,3,0.00675,0
2026-03-11,15:07:05.253884,2140,32,0.12,50,0.1875,2,0.0045,0
2026-03-11,15:07:11.082123,2816,29,0.10875,50,0.1875,4,0.009,0
2026-03-11,15:07:11.082123,3346,30,0.1125,49,0.18375,4,0.009,0
2026-03-11,15:07:11.082123,3876,30,0.1125,50,0.1875,3,0.00675,0
2026-03-11,15:07:11.082123,4407,30,0.1125,50,0.1875,3,0.00675,0
2026-03-11,15:07:11.082123,4937,31,0.11625,49,0.18375,5,0.01125,0
2026-03-11,15:07:13.813209,8550,33,0.12375,51,0.19125,3,0.00675,0
2026-03-11,15:07:13.813209,9081,31,0.11625,53,0.19875,4,0.009,0
2026-03-11,15:07:13.813209,9612,31,0.11625,53,0.19875,4,0.009,0
2026-03-11,15:07:13.813209,10145,33,0.12375,51,0.19125,5,0.01125,0
2026-03-11,15:07:13.813209,10675,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:07:16.588157,11352,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:07:16.588157,11882,32,0.12,53,0.19875,3,0.00675,0
2026-03-11,15:07:16.588157,12413,31,0.11625,52,0.195,3,0.00675,0
2026-03-11,15:07:16.588157,12943,32,0.12,51,0.19125,4,0.009,0
2026-03-11,15:07:16.588157,13474,33,0.12375,52,0.195,3,0.00675,0
2026-03-11,15:07:19.442322,14150,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:07:19.442322,14681,31,0.11625,52,0.195,3,0.00675,0
2026-03-11,15:07:19.442322,15211,33,0.12375,51,0.19125,3,0.00675,0
2026-03-11,15:07:19.442322,15742,32,0.12,53,0.19875,3,0.00675,0
2026-03-11,15:07:19.442322,16275,32,0.12,52,0.195,3,0.00675,0
2026-03-11,15:07:22.214223,16951,31,0.11625,52,0.195,4,0.009,0
2026-03-11,15:07:22.214223,17482,32,0.12,52,0.195,4,0.009,0
2026-03-11,15:07:22.214223,18012,31,0.11625,52,0.195,4,0.009,0
2026-03-11,15:07:22.214223,18543,32,0.12,51,0.19125,2,0.0045,0
2026-03-11,15:07:22.214223,19073,31,0.11625,52,0.195,5,0.01125,0
2026-03-11,15:07:25.001610,19750,31,0.11625,53,0.19875,3,0.00675,0
2026-03-11,15:07:25.001610,20283,32,0.12,53,0.19875,1,0.00225,0
2026-03-11,15:07:25.001610,20814,32,0.12,53,0.19875,1,0.00225,0
2026-03-11,15:07:25.001610,21344,30,0.1125,53,0.19875,101,0.22725,0
2026-03-11,15:07:25.001610,21875,32,0.12,55,0.20625,265,0.59625,0
2026-03-11,15:07:27.829188,22553,35,0.13125,60,0.225,616,1.386,0
2026-03-11,15:07:27.829188,23084,33,0.12375,60,0.225,619,1.39275,0
2026-03-11,15:07:27.829188,23615,34,0.1275,60,0.225,1653,3.71925,0
2026-03-11,15:07:27.829188,24145,35,0.13125,61,0.22875,2258,5.0805,0
2026-03-11,15:07:27.829188,24679,34,0.1275,59,0.22125,2246,5.0535,0
2026-03-11,15:07:30.707685,25414,34,0.1275,58,0.2175,1214,2.7315,0
2026-03-11,15:07:30.707685,25945,34,0.1275,59,0.22125,741,1.66725,0
2026-03-11,15:07:30.707685,26475,32,0.12,56,0.21,255,0.57375,0
2026-03-11,15:07:30.707685,27006,33,0.12375,55,0.20625,195,0.43875,0
