counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
11667,865,34719,32776,30770,32776,32783,32784,55675,286
11668,867,34703,32776,30695,32778,32782,32784,55665,285
11669,862,34705,32777,30746,32777,32782,32781,55654,287
11670,865,34723,32774,30740,32776,32784,32783,55671,291
11671,863,34723,32777,30767,32777,32782,32783,55663,283
11672,868,34658,32776,30760,32778,32784,32783,55678,287
11673,865,34728,32773,30662,32777,32783,32782,55673,299
11674,917,34762,32775,30781,32777,32782,32783,55653,286
11675,863,34749,32775,30678,32777,32784,32783,55675,290
11676,866,34690,32776,30705,32776,32782,32783,55661,283
11677,868,34687,32773,30746,32778,32782,32785,55674,282
11678,866,34706,32774,30761,32780,32782,32783,55666,294
11679,866,34660,32776,30696,32779,32781,32784,55664,281
11680,864,34685,32775,30700,32779,32784,32782,55663,283
11681,865,34705,32773,30738,32778,32783,32783,55660,285
11682,914,34711,32774,30731,32777,32781,32782,55658,287
11683,865,34715,32775,30739,32777,32784,32783,55672,292
11684,866,34681,32774,30769,32779,32783,32782,55671,287
11685,865,34697,32773,30741,32778,32784,32782,55671,289
11686,866,34696,32774,30681,32778,32783,32781,55671,287
11687,866,34689,32774,30696,32777,32783,32783,55670,299
11688,862,34716,32776,30737,32779,32783,32785,55669,295
11689,867,34702,32775,30769,32778,32783,32782,55668,290
11690,930,34705,32776,30798,32778,32783,32782,55661,286
11691,867,34683,32775,30725,32779,32783,32783,55670,294
11692,866,34731,32775,30669,32778,32782,32783,55661,284
11693,863,34721,32774,30700,32777,32784,32783,55666,283
11694,866,34673,32774,30761,32777,32783,32782,55670,299
11695,910,34736,32776,30729,32777,32783,32783,55658,286
11696,866,34692,32776,30750,32779,32781,32784,55672,299
11697,865,34725,32776,30772,32779,32782,32783,55667,299
11698,864,34699,32776,30714,32775,32783,32783,55680,294
11699,866,34697,32776,30670,32777,32783,32782,55664,283
11700,866,34731,32775,30714,32777,32783,32784,55666,283
11701,867,34722,32774,30741,32778,32782,32783,55664,283
11702,867,34688,32776,30772,32780,32783,32783,55660,283
11703,915,34746,32776,30789,32776,32783,32783,55660,287
11704,867,34723,32774,30760,32777,32783,32781,55662,288
11705,865,34704,32775,30701,32778,32782,32781,55667,292
11706,864,34655,32775,30701,32779,32782,32782,55667,283
11707,866,34727,32776,30745,32778,32782,32781,55664,290
11708,912,34733,32774,30741,32778,32782,32782,55656,287
11709,866,34733,32775,30739,32779,32783,32783,55663,290
11710,866,34690,32775,30774,32779,32783,32783,55659,285
11711,863,34697,32775,30745,32780,32783,32784,55663,281
11712,866,34725,32776,30675,32779,32782,32782,55668,295
11713,865,34691,32775,30711,32779,32782,32784,55670,283
11714,866,34684,32776,30755,32778,32782,32782,55667,297
11715,866,34732,32775,30765,32779,32781,32784,55662,286
11716,867,34689,32776,30703,32778,32781,32783,55663,287
11717,866,34674,32776,30695,32776,32782,32782,55671,293
11718,914,34751,32775,30747,32778,32781,32782,55660,288
11719,865,34708,32775,30693,32779,32783,32783,55670,285
11720,870,34721,32776,30726,32778,32782,32785,55663,282
